"ID";"FullName";"global_id";"ShortName";"AdmArea";"District";"Address";"Owner";"TestDate";"geodata_center";"geoarea";
"89";"Автомобильная заправочная станция «Транссервис-А.С.» на Гончарной набережной, владение 9, строение 2";"4539517";"АЗС «Транссервис-А.С.» на Гончарной набережной, владение 9, строение 2";"Центральный административный округ";"Таганский район";"Гончарная набережная, владение 9, строение 2";"ООО «Транссервис-А.С.»";"06.02.2014";"";"";
"92";"Автомобильная заправочная станция № 235 «Татнефть-АЗС-Запад»";"4539518";"АЗС № 235 «Татнефть-АЗС-Запад»";"Западный административный округ";"район Фили-Давыдково";"Кутузовский проспект, владение 72";"ООО «Татнефть-АЗС-Запад»";"04.03.2014";"";"";
"94";"Автомобильная заправочная станция № 208 «Татнефть-АЗС-Запад»";"4539519";"АЗС № 208 «Татнефть-АЗС-Запад»";"Западный административный округ";"Можайский район";"улица Маршала Неделина, владение 18";"ООО «Татнефть-АЗС-Запад»";"04.03.2014";"";"";
"96";"Многофункциональный автомобильный заправочный комплекс «Медведково» «Петрол Комплекс Эквипмент Кампани»";"4539520";"МАЗК «Медведково» «Петрол Комплекс Эквипмент Кампани»";"Северо-Восточный административный округ";"район Бибирево";"87-й километр Московской Кольцевой Автодороги, владение 14";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"05.03.2014";"";"";
"97";"Многофункциональный автомобильный заправочный комплекс «Гольяново» «Петрол Комплекс Эквипмент Кампани»";"4539521";"МАЗК «Гольяново» «Петрол Комплекс Эквипмент Кампани»";"Восточный административный округ";"район Гольяново";"102-й километр Московской Кольцевой Автодороги, владение 20";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"05.03.2014";"";"";
"99";"Многофункциональный автомобильный заправочный комплекс «Саяны» «Петрол Комплекс Эквипмент Кампани»";"4539522";"МАЗК «Саяны» «Петрол Комплекс Эквипмент Кампани»";"Северо-Восточный административный округ";"Ярославский район";"Ярославское шоссе, владение 116";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"05.03.2014";"";"";
"100";"Автомобильная заправочная станция № 261 «Татнефть-АЗС-Запад»";"4539523";"АЗС № 261 «Татнефть-АЗС-Запад»";"Центральный административный округ";"район Замоскворечье";"Жуков проезд, владение 15А";"ООО «Татнефть-АЗС-Запад»";"06.03.2014";"";"";
"108";"Автомобильная заправочная станция № 85 «Татнефть-АЗС-Запад»";"4539524";"АЗС № 85 «Татнефть-АЗС-Запад»";"Восточный административный округ";"район Новокосино";"4-й километр Московской Кольцевой Автодороги";"ООО «Татнефть-АЗС-Запад»";"12.03.2014";"";"";
"116";"Автомобильная заправочная станция № 1 «Аванти МТА»";"4539525";"АЗС № 1 «Аванти МТА»";"Северо-Западный административный округ";"район Щукино";"улица Берзарина, дом 26, корпус 1";"ООО «Аванти МТА»";"18.03.2014";"";"";
"122";"Автомобильная заправочная станция № 7 «Транссервис-А.С.»";"4539526";"АЗС № 7 «Транссервис-А.С.»";"Центральный административный округ";"Таганский район";"Волгоградский проспект, владение 1";"ООО «Транссервис-А.С.»";"15.04.2014";"";"";
"123";"Автомобильная заправочная станция «Транссервис-А.С.» на Пролетарском проспекте, владение 30А";"4539527";"АЗС «Транссервис-А.С.» на Пролетарском проспекте, владение 30А";"Южный административный округ";"район Царицыно";"Пролетарский проспект, владение 30А";"ООО «Транссервис-А.С.»";"17.04.2014";"";"";
"124";"Автомобильная заправочная станция «Вектор» на Пятницком шоссе, дом 2";"4539528";"АЗС «Вектор» на Пятницком шоссе, дом 2";"Северо-Западный административный округ";"район Митино";"Пятницкое шоссе, дом 2";"ООО «Вектор»";"22.04.2014";"";"";
"125";"Автомобильная заправочная станция «Фортекс» на Алтуфьевском шоссе, дом 77Б";"4539529";"АЗС «Фортекс» на Алтуфьевском шоссе, дом 77Б";"Северо-Восточный административный округ";"Алтуфьевский район";"Алтуфьевское шоссе, дом 77Б";"ООО «Фортекс»";"24.04.2014";"";"";
"130";"Автомобильная заправочная станция «Академическая» на проспекте 60-ти летия Октября, владение 8, строение 1";"4539530";"АЗС «Академическая» на проспекте 60-ти летия Октября, владение 8, строение 1";"Юго-Западный административный округ";"Академический район";"проспект 60-ти летия Октября, владение 8, строение 1";"ОАО «РН-Столица»";"19.06.2014";"";"";
"135";"Автомобильная заправочная станция «Приоритет - World» на Южнопортовой улице, дом 19Б";"4539531";"АЗС «Приоритет - World» на Южнопортовой улице, дом 19Б";"Юго-Восточный административный округ";"район Печатники";"Южнопортовая улица, дом 19Б";"ЗАО коммерческо-холдинговая компания «Приоритет - World»";"14.08.2014";"";"";
"138";"Автомобильная заправочная станция ПКП «КАРТЕКС» на улице Садовники, дом 11А, строение 1";"4539532";"АЗС ПКП «КАРТЕКС» на улице Садовники, дом 11А, строение 1";"Южный административный округ";"район Нагатино-Садовники";"улица Садовники, дом 11А, строение 1";"ООО ПКП «КАРТЕКС»";"21.08.2014";"";"";
"142";"Автомобильная заправочная станция «Нефтьмагистраль» на Южнопортовой улице, дом 38Б";"4539533";"АЗС «Нефтьмагистраль» на Южнопортовой улице, дом 38Б";"Юго-Восточный административный округ";"район Печатники";"Южнопортовая улица, дом 38Б";"ООО «ТД Нефтьмагистраль»";"30.09.2014";"";"";
"8";"Автомобильная заправочная станция «Авто-Сервис» на 3-й Парковой улице, дом 55";"4539534";"АЗС «Авто-Сервис» на 3-й Парковой улице, дом 55";"Восточный административный округ";"район Северное Измайлово";"3-я Парковая улица, дом 55";"ООО «Авто-Сервис»";"19.03.2013";"";"";
"13";"Автомобильный заправочный комплекс № 2 «РН-Москва»";"4539535";"АЗК № 2 «РН-Москва»";"Северо-Восточный административный округ";"Алтуфьевский район";"Алтуфьевское шоссе, владение 19";"ОАО «РН-Москва»";"04.04.2013";"";"";
"18";"Автомобильная заправочная станция № 544 «Лукойл-Центрнефтепродукт»";"4539536";"АЗС № 544 «Лукойл-Центрнефтепродукт»";"Северный административный округ";"район Сокол";"улица Зорге, дом 23, сооружение 1";"ООО «Лукойл-Центрнефтепродукт»";"10.04.2013";"";"";
"24";"Автомобильный заправочный комплекс № 76 «РН-Москва»";"4539537";"АЗК № 76 «РН-Москва»";"Юго-Восточный административный округ";"район Люблино";"11-й километр Московской Кольцевой Автодороги";"ОАО «РН-Москва»";"23.04.2013";"";"";
"28";"Автомобильная заправочная станция № 104 «Газпромнефть-Центр»";"4539538";"АЗС № 104 «Газпромнефть-Центр»";"Юго-Западный административный округ";"Академический район";"улица Дмитрия Ульянова, дом 9А";"ООО «Газпромнефть-Центр»";"29.04.2013";"";"";
"30";"Автомобильный заправочный комплекс № 7 «Валар»";"4539539";"АЗК № 7 «Валар»";"Юго-Западный административный округ";"район Котловка";"Нахимовский проспект, дом 10, строение 1";"ООО «Валар»";"14.05.2013";"";"";
"37";"Автомобильный заправочный комплекс № 6 «Валар»";"4539540";"АЗК № 6 «Валар»";"Восточный административный округ";"район Соколиная Гора";"улица Уткина, дом 45Б";"ООО «Валар»";"21.05.2013";"";"";
"40";"Автомобильная заправочная станция «Буран-Петрол» на 58-м километре Калужского шоссе";"4539541";"АЗС «Буран-Петрол» на 58-м километре Калужского шоссе";"Троицкий административный округ";"поселение Вороновское";"58-й километр Калужского шоссе";"ООО «Буран-Петрол»";"26.03.2021";"";"";
"41";"Автомобильная заправочная станция «Кузин А.А.» на Симферопольском шоссе, владение 1, строение 1";"4539542";"АЗС «Кузин А.А.» на Симферопольском шоссе, владение 1, строение 1";"Новомосковский административный округ";"поселение Щербинка";"Симферопольское шоссе, владение 1, строение 1";"ИП Кузин А.А.";"28.05.2013";"";"";
"43";"Автомобильная заправочная станция «Альфа-Петрол» на улице Генерала Белобородова, строение 40";"4539543";"АЗС «Альфа-Петрол» на улице Генерала Белобородова, строение 40";"Северо-Западный административный округ";"район Митино";"улица Генерала Белобородова, строение 40";"ООО «Альфа-Петрол»";"11.06.2013";"";"";
"48";"Автомобильная заправочная станция «Бондаренко А.В.» на 34-м километре Киевского шоссе";"4539544";"АЗС «Бондаренко А.В.» на 34-м километре Киевского шоссе";"Новомосковский административный округ";"поселение Московский";"34-й километр Киевского шоссе";"ИП Бондаренко А.В.";"12.07.2013";"";"";
"51";"Автомобильная заправочная станция «САГАН» на Симферопольском шоссе, владение 16А";"4539545";"АЗС «САГАН» на Симферопольском шоссе, владение 16А";"Новомосковский административный округ";"поселение Щербинка";"Симферопольское шоссе, владение 16А";"ООО «САГАН»";"08.08.2013";"";"";
"60";"Автомобильная заправочная станция «Нефтепродуктсервис» на Осташковской улице, владение 18А";"4539546";"АЗС «Нефтепродуктсервис» на Осташковской улице, владение 18А";"Северо-Восточный административный округ";"район Северное Медведково";"Осташковская улица, владение 18А";"ООО «Нефтепродуктсервис»";"02.09.2013";"";"";
"64";"Автомобильная заправочная станция «АЗС-Регион» в деревне Троицкое";"4539547";"АЗС «АЗС-Регион» в деревне Троицкое";"Троицкий административный округ";"поселение Щаповское";"деревня Троицкое";"ООО «АЗС-Регион»";"12.09.2013";"";"";
"65";"Автомобильная заправочная станция № 11 «ОЙЛ-ТРАСТ»";"4539548";"АЗС № 11 «ОЙЛ-ТРАСТ»";"Западный административный округ";"район Очаково-Матвеевское";"52-й километр Московской Кольцевой Автодороги, владение 4";"ООО «ОЙЛ-ТРАСТ»";"26.09.2013";"";"";
"66";"Автомобильная заправочная станция «Интертрест-Ойл» на 53-м километре Московской Кольцевой Автодороги, владение 6Б";"4539549";"АЗС «Интертрест-Ойл» на 53-м километре Московской Кольцевой Автодороги, владение 6Б";"Западный административный округ";"Можайский район";"53-й километр Московской Кольцевой Автодороги, владение 6Б";"ООО «Интертрест-Ойл»";"26.09.2013";"";"";
"70";"Автомобильная заправочная станция «Спрут» в деревне Ясенки";"4539550";"АЗС «Спрут» в деревне Ясенки";"Троицкий административный округ";"поселение Вороновское";"деревня Ясенки";"ООО «Спрут»";"08.10.2013";"";"";
"73";"Автомобильная заправочная станция № 5 «Меркурий»";"4539551";"АЗС № 5 «Меркурий»";"Северо-Западный административный округ";"район Южное Тушино";"Походный проезд, дом 12";"ЗАО фирма «Меркурий»";"07.11.2013";"";"";
"74";"Автомобильная заправочная станция № 4 «Меркурий»";"4539552";"АЗС № 4 «Меркурий»";"Северо-Западный административный округ";"район Южное Тушино";"Строительный проезд, дом 6, строение 1";"ЗАО фирма «Меркурий»";"07.11.2013";"";"";
"77";"Автомобильная заправочная станция № 6 «Меркурий»";"4539553";"АЗС № 6 «Меркурий»";"Северо-Западный административный округ";"район Митино";"улица Барышиха, владение 3";"ЗАО фирма «Меркурий»";"12.11.2013";"";"";
"81";"Автомобильная заправочная станция № 5 «Компания ТРАССА»";"4539554";"АЗС № 5 «Компания ТРАССА»";"Новомосковский административный округ";"поселение Московский";"38-й километр Киевского шоссе";"ООО «Компания ТРАССА»";"14.04.2017";"";"";
"84";"Автомобильная заправочная станция № 33 «Компания ТРАССА»";"4539555";"АЗС № 33 «Компания ТРАССА»";"Троицкий административный округ";"поселение Краснопахорское";"деревня Софьино";"ООО «Компания ТРАССА»";"17.12.2013";"";"";
"85";"Автомобильная заправочная станция «МАС» на проспекте Вернадского, владение 10А";"4539556";"АЗС «МАС» на проспекте Вернадского, владение 10А";"Западный административный округ";"район Раменки";"проспект Вернадского, владение 10А";"ООО «МАС»";"14.01.2014";"";"";
"95";"Автомобильная заправочная станция № 28 «Татнефть-АЗС-Запад»";"4539557";"АЗС № 28 «Татнефть-АЗС-Запад»";"Западный административный округ";"Можайский район";"Рябиновая улица, дом 12";"ООО «Татнефть-АЗС-Запад»";"04.09.2020";"";"";
"102";"Автомобильная заправочная станция № 263 «Татнефть-АЗС-Запад»";"4539558";"АЗС № 263 «Татнефть-АЗС-Запад»";"Юго-Восточный административный округ";"район Печатники";"1-й Угрешский проезд, владение 10";"ООО «Татнефть-АЗС-Запад»";"06.03.2014";"";"";
"106";"Многофункциональный автомобильный заправочный комплекс «Рублевская» «Петрол Комплекс Эквипмент Кампани»";"4539559";"МАЗК «Рублевская» «Петрол Комплекс Эквипмент Кампани»";"Западный административный округ";"район Крылатское";"60-й километр Московской Кольцевой Автодороги, владение 4Б";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"11.03.2014";"";"";
"107";"Многофункциональный автомобильный заправочный комплекс «Химки» «Петрол Комплекс Эквипмент Кампани»";"4539560";"МАЗК «Химки» «Петрол Комплекс Эквипмент Кампани»";"Северо-Западный административный округ";"район Северное Тушино";"74-й километр Московской Кольцевой Автодороги, владение 5";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"11.03.2014";"";"";
"111";"Автомобильная заправочная станция № 83 «Татнефть-АЗС-Запад»";"4539561";"АЗС № 83 «Татнефть-АЗС-Запад»";"Восточный административный округ";"район Гольяново";"Щёлковское шоссе, дом 93А";"ООО «Татнефть-АЗС-Запад»";"12.03.2014";"";"";
"113";"Многофункциональный автомобильный заправочный комплекс «Донская» «Петрол Комплекс Эквипмент Кампани»";"4539562";"МАЗК «Донская» «Петрол Комплекс Эквипмент Кампани»";"Южный административный округ";"Донской район";"Загородное шоссе, дом 2Б";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"13.03.2014";"";"";
"115";"Многофункциональный автомобильный заправочный комплекс «Беляево» «Петрол Комплекс Эквипмент Кампани»";"4539563";"МАЗК «Беляево» «Петрол Комплекс Эквипмент Кампани»";"Юго-Западный административный округ";"район Коньково";"Профсоюзная улица, дом 67А";"ЗАО «Петрол Комплекс Эквипмент Кампани»";"13.03.2014";"";"";
"119";"Автомобильная заправочная станция «Ойл Сити» на Новосущёвской улице, владение 5, строение 1";"4539564";"АЗС «Ойл Сити» на Новосущёвской улице, владение 5, строение 1";"Центральный административный округ";"Тверской район";"Новосущёвская улица, владение 5, строение 1";"ООО «Ойл Сити»";"08.04.2014";"";"";
"121";"Автомобильная заправочная станция № 5 «Транссервис-А.С.»";"4539565";"АЗС № 5 «Транссервис-А.С.»";"Центральный административный округ";"Таганский район";"Гончарная набережная, владение 9, строение 2";"ООО «Транссервис-А.С.»";"15.04.2014";"";"";
"129";"Автомобильная заправочная станция № 1 «ПЕТРОЛ РЕСУРС» на Саввинской набережной, дом 7А";"4539566";"АЗС № 1 «ПЕТРОЛ РЕСУРС» на Саввинской набережной, дом 7А";"Центральный административный округ";"район Хамовники";"Саввинская набережная, дом 7А";"ООО «ПЕТРОЛ РЕСУРС»";"10.06.2014";"";"";
"131";"Автомобильная заправочная станция № 1 «ТСК-МАКС» на Балаклавском проспекте, владение 11";"4539567";"АЗС № 1 «ТСК-МАКС» на Балаклавском проспекте, владение 11";"Южный административный округ";"район Чертаново Северное";"Балаклавский проспект, владение 11";"ЗАО «ТСК -МАКС»";"19.06.2014";"";"";
"133";"Автомобильная заправочная станция «Академавтотранс» на улице Вавилова, дом 21";"4539568";"АЗС «Академавтотранс» на улице Вавилова, дом 21";"Юго-Западный административный округ";"Академический район";"улица Вавилова, дом 21";"ФГБУ ПОАТ УД РАН «Академавтотранс»";"01.07.2014";"";"";
"136";"Автомобильная заправочная станция № 125 ООО «Интертрест-Ойл» на Московской кольцевой автомобильной дороге 53 километр";"4539569";"АЗС № 125 ООО «Интертрест-Ойл» на Московской кольцевой автомобильной дороге 53 километр";"Западный административный округ";"Можайский район";" Московская кольцевая автомобильная дорога, 53 километр";"ООО «Интертрест-Ойл»";"14.08.2014";"";"";
"141";"Автомобильная заправочная станция «ТрансАЗС» на 1-м Красногвардейском проезде, дом 4А";"4539570";"АЗС «ТрансАЗС» на 1-м Красногвардейском проезде, дом 4А";"Центральный административный округ";"Пресненский район";"1-й Красногвардейский проезд, дом 4А";"ЗАО «ТрансАЗС»";"11.09.2014";"";"";
"143";"Автомобильная заправочная станция «Сети» на Южнопортовой улице, владение 17Д, строение 1";"4539571";"АЗС «Сети» на Южнопортовой улице, владение 17Д, строение 1";"Юго-Восточный административный округ";"район Печатники";"Южнопортовая улица, владение 17Д, строение 1";"ЗАО «Сети»";"30.09.2014";"";"";
"144";"Автомобильная заправочная станция № 12 «РН-Москва» на улице Айвазовского, владение 2А";"13409149";"АЗС № 12 «РН-Москва» на улице Айвазовского, владение 2А";"Юго-Западный административный округ";"район Ясенево";"улица Айвазовского, владение 2А";"ОАО «РН-Москва»";"06.11.2014";"";"";
"145";"Автомобильная заправочная станция «Интернешнл Петролиум Сервис» на улице Борисовские пруды, дом 1Г, сооружение 1";"13532286";"АЗС «Интернешнл Петролиум Сервис» на улице Борисовские пруды, дом 1Г, сооружение 1";"Южный административный округ";"район Москворечье-Сабурово";"улица Борисовские пруды, дом 1Г, сооружение 1";"ООО «Интернешнл Петролиум Сервис»";"06.11.2014";"";"";
"146";"Автомобильная заправочная станция «Фортекс» на Сетуньском 1-м проезде, корпус 2, строение 1";"13532290";"АЗС «Фортекс» на Сетуньском 1-м проезде, корпус 2, строение 1";"Западный административный округ";"район Раменки";"Сетуньский 1-й проезд, корпус 2, строение 1";"ООО «Фортекс»";"13.11.2014";"";"";
"147";"Автомобильная заправочная станция «Фортекс» на Алтуфьевском шоссе, владение 77Б";"13532292";"АЗС «Фортекс» на Алтуфьевском шоссе, владение 77Б";"Северо-Восточный административный округ";"Алтуфьевский район";"Алтуфьевское шоссе, владение 77Б";"ООО «Фортекс»";"13.11.2014";"";"";
"148";"Автомобильная заправочная станция «Влата» на Ореховом бульваре, дом 27, корпус 1";"13532294";"АЗС «Влата» на Ореховом бульваре, дом 27, корпус 1";"Южный административный округ";"район Зябликово";" Ореховый бульвар, дом 27, корпус 1";"ЗАО «Влата»";"14.11.2014";"";"";
"149";"Автомобильная заправочная станция «Спурт-94» на улице Барышиха, владение 41";"13532297";"АЗС «Спурт-94» на улице Барышиха, владение 41";"Северо-Западный административный округ";"район Митино";"улица Барышиха, владение 41";"ЗАО «Спурт-94»";"02.12.2014";"";"";
"150";"Автомобильная заправочная станция «Фирма «Интероргсинтез» на Лианозовском проезде, владение 12";"13532301";"АЗС «Фирма «Интероргсинтез» на Лианозовском проезде, владение 12";"Северо-Восточный административный округ";"район Лианозово";"Лианозовский проезд, владение 12";"ООО «Фирма «Интероргсинтез»";"09.12.2014";"";"";
"151";"Автомобильная заправочная станция «Компания «Лема» на 67-м километре Московской Кольцевой Автодороги, дом 7";"13532307";"АЗС «Компания «Лема» на 67-м километре Московской Кольцевой Автодороги, дом 7";"Северо-Западный административный округ";"район Митино";"67-й километр Московской Кольцевой Автодороги, дом 7";"ЗАО «Компания «Лема»";"16.12.2014";"";"";
"152";"Автомобильная заправочная станция «ЛУКХАУС» на Каширском шоссе, владение 23А";"13532310";"АЗС «ЛУКХАУС» на Каширском шоссе, владение 23А";"Южный административный округ";"район Нагатино-Садовники";"Каширское шоссе, владение 23А";"ООО «ЛУКХАУС»";"02.04.2021";"";"";
"153";"Автомобильная заправочная станция «АрфаПлюс» на 74-м километре Московской Кольцевой Автодороги, владение 4";"13894329";"АЗС «АрфаПлюс» на 74-м километре Московской Кольцевой Автодороги, владение 4";"Северо-Западный административный округ";"район Куркино";"74-й километр Московской Кольцевой Автодороги, владение 4";"ООО «АрфаПлюс»";"26.02.2019";"";"";
"154";"Автомобильная заправочная станция «Комплект-Ойл» на 1-м километре Симферопольского шоссе, дом 1";"13894330";"АЗС «Комплект-Ойл» на 1-м километре Симферопольского шоссе, дом 1";"Юго-Западный административный округ";"район Южное Бутово";"1-й километр Симферопольского шоссе, дом 1";"ООО «Комплект-Ойл»";"26.03.2015";"";"";
"155";"Автомобильная заправочная станция «ЛатрансКо» в поселке Шишкин Лес";"13894342";"АЗС «ЛатрансКо» в поселке Шишкин Лес";"Троицкий административный округ";"поселение Михайлово-Ярцевское";"поселок Шишкин Лес";"ООО «ЛатрансКо»";"02.04.2015";"";"";
"156";"Автомобильная заправочная станция «Ресурс-Трейдинг» в городе Троицк на 41-м километре Калужского шоссе";"14154623";"АЗС «Ресурс-Трейдинг» в городе Троицк на 41-м километре Калужского шоссе";"Троицкий административный округ";"поселение Троицк";"город Троицк, 41-й километр Калужского шоссе";"ООО «Ресурс-Трейдинг»";"23.04.2015";"";"";
"157";"Автомобильная заправочная станция «Шелл Нефть» на улице Привольная, дом 70";"14154627";"АЗС «Шелл Нефть» на улице Привольная, дом 70";"Юго-Восточный административный округ";"район Выхино-Жулебино";"улица Привольная, дом 70";"ООО «Шелл Нефть»";"28.04.2015";"";"";
"158";"Автомобильная заправочная станция «Шелл Нефть» на Лермонтовском проспекте, владение 151-157";"14154628";"АЗС «Шелл Нефть» на Лермонтовском проспекте, владение 151-157";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Лермонтовский проспект, владение 151-157";"ООО «Шелл Нефть»";"28.04.2015";"";"";
"159";"Автомобильная заправочная станция «Шелл Нефть» на улице Привольной, дом 4, корпус 2";"14154629";"АЗС «Шелл Нефть» на улице Привольной, дом 4, корпус 2";"Юго-Восточный административный округ";"район Выхино-Жулебино";"улица Привольная, дом 4, корпус 2";"ООО «Шелл Нефть»";"28.04.2015";"";"";
"160";"Автомобильная заправочная станция «Шелл Нефть» на улице Каскадной, владение 21";"14154630";"АЗС «Шелл Нефть» на улице Каскадной, владение 21";"Восточный административный округ";"район Косино-Ухтомский";"улица Каскадная, владение 21";"ООО «Шелл Нефть»";"28.04.2015";"";"";
"161";"Автомобильная заправочная станция «Шелл Нефть» на Аминьевском шоссе, владение 33";"14154633";"АЗС «Шелл Нефть» на Аминьевском шоссе, владение 33";"Западный административный округ";"Можайский район";"Аминьевское шоссе, владение 33";"ООО «Шелл Нефть»";"30.04.2015";"";"";
"162";"Автомобильная заправочная станция «Шелл Нефть» на Ленинградском шоссе, владение 227";"14154635";"АЗС «Шелл Нефть» на Ленинградском шоссе, владение 227";"Северный административный округ";"Молжаниновский район";"Ленинградское шоссе, владение 227";"ООО «Шелл Нефть»";"30.04.2015";"";"";
"163";"Автомобильная заправочная станция «Шелл Нефть» на Сельскохозяйственной улице, дом 40";"14154643";"АЗС «Шелл Нефть» на Сельскохозяйственной улице, дом 40";"Северо-Восточный административный округ";"район Свиблово";"Сельскохозяйственная улица, дом 40";"ООО «Шелл Нефть»";"05.05.2015";"";"";
"164";"Автомобильная заправочная станция «Шелл Нефть» на Большой Оленьей улице, владение 18";"14154644";"АЗС «Шелл Нефть» на Большой Оленьей улице, владение 18";"Восточный административный округ";"район Сокольники";"Большая Оленья улица, владение 18";"ООО «Шелл Нефть»";"05.05.2015";"";"";
"165";"Автомобильная заправочная станция «Шелл Нефть» в Юрьевском переулке, дом 17, владение 1";"14154645";"АЗС «Шелл Нефть» в Юрьевском переулке, дом 17, владение 1";"Юго-Восточный административный округ";"район Лефортово";"Юрьевский переулок, дом 17, владение 1";"ООО «Шелл Нефть»";"05.05.2015";"";"";
